i,p,q,RMSE,var,AIC,BIC,convergence,stationarity
2,1,0,0.003017494957633687,0.003311687471594264,-1445.9006395804513,-1424.8275990883405,0.0,0.0
2,1,1,0.003002463429803057,0.0033600666337945755,-1467.8703428206652,-1442.5826942301321,0.0,0.0
2,1,2,0.0030068593097040642,0.0033414765042853144,-1466.7659869289787,-1437.2637302400233,0.0,0.0
2,1,3,0.0030116823146368395,0.0033294860004934057,-1467.7278327148895,-1434.0109679275117,0.0,0.0
2,1,4,0.0030173380524065106,0.0033110290855345114,-1467.2680992366559,-1429.3366263508562,0.0,0.0
2,1,5,0.0030133657661605517,0.003351099370918431,-1466.086348956653,-1423.940267972431,0.0,0.0
2,1,6,0.0030129107196114834,0.0033508091425954807,-1464.08593869623,-1417.725249613586,0.0,0.0
2,2,0,0.0030258709265938892,0.0033100545985435227,-1451.0906216208823,-1425.8029730303494,0.0,0.0
2,2,1,0.003003833777608169,0.003357290547003532,-1466.031887551171,-1436.5296308622155,0.0,0.0
2,2,2,0.003004396183565914,0.0033456364506592355,-1464.7643502722265,-1431.047485484849,0.0,0.0
2,2,3,0.0030088790571637307,0.003337461044717292,-1465.9093790946545,-1427.9779062088548,0.0,0.0
2,2,4,0.003017062749389896,0.0032969335607279347,-1465.9964110166056,-1423.8503300323837,0.0,0.0
2,2,5,0.0030145157761761313,0.003330235197136972,-1464.991922211663,-1418.6312331290192,0.0,0.0
2,2,6,0.0030145642408217306,0.0033346521629616624,-1462.9921598671128,-1412.4168626860462,0.0,0.0
2,3,0,0.003025686740998361,0.0033236700448471047,-1449.1451713679762,-1419.6429146790208,0.0,0.0
2,3,1,0.003003338298869243,0.003356107148575394,-1464.11185994858,-1430.3949951612028,0.0,0.0
2,3,2,0.003005815924047552,0.003339307019295853,-1462.6643564466208,-1424.7328835608212,0.0,0.0
2,3,3,0.0030090127198941956,0.0033353059183042146,-1463.9031083961788,-1421.7570274119566,0.0,0.0
2,3,4,0.0030156383594045753,0.0032995619127620893,-1463.849021366941,-1417.4883322842973,0.0,0.0
2,3,5,0.0030143652097676765,0.0033329418197413085,-1462.8930654596732,-1412.3177682786068,0.0,0.0
2,3,6,0.00301438566725142,0.003333667109908177,-1460.937781522586,-1406.1478762430975,0.0,0.0
2,4,0,0.0030214137288455136,0.003343642835467643,-1453.7521616173804,-1420.0352968300026,0.0,0.0
2,4,1,0.0029991346402308636,0.0033687817346950903,-1462.6218682045,-1424.6903953187004,0.0,0.0
2,4,2,0.0030017428985110364,0.003356198880539725,-1461.3847961945116,-1419.2387152102897,0.0,0.0
2,4,3,0.0030077819755351077,0.003346979915228493,-1461.9398965677324,-1415.5792074850883,0.0,0.0
2,4,4,0.003012559107803925,0.0032956321847126546,-1462.1606866903523,-1411.585389509286,0.0,0.0
2,4,5,0.0030128000640366813,0.0033286859296907793,-1461.4148999824313,-1406.6249947029428,0.0,0.0
2,4,6,0.0030137974101073005,0.0033312091409368823,-1459.3589937371735,-1400.3544803592629,0.0,0.0
2,5,0,0.003023124421650052,0.003343206148999625,-1454.2006520591083,-1416.2691791733087,0.0,0.0
2,5,1,0.0029991366938023154,0.0033657356972087355,-1460.9021294474549,-1418.756048463233,0.0,0.0
2,5,2,0.003001381614855918,0.003357171901570713,-1459.6921575503115,-1413.3314684676675,0.0,0.0
2,5,3,0.003006951105433435,0.003339235213896167,-1460.4639822492975,-1409.888685068231,0.0,0.0
2,5,4,0.0030130614831576706,0.0033001664776958796,-1460.262177524536,-1405.4722722450472,0.0,0.0
2,5,5,0.0030131984649656124,0.0033267040644237513,-1460.1161536177635,-1401.111640239853,0.0,0.0
2,5,6,0.003011683450112328,0.003327488929959644,-1458.076284678322,-1394.8571632019891,0.0,0.0
2,6,0,0.0030212472018779717,0.0033546236877038554,-1455.5977042914558,-1413.4516233072338,0.0,0.0
2,6,1,0.003001028797388649,0.0033584480613235755,-1458.9844314090547,-1412.6237423264106,0.0,0.0
2,6,2,0.00300181224390704,0.003354620237026097,-1457.7754430918837,-1407.2001459108171,0.0,0.0
2,6,3,0.003006893656849342,0.003334180119220456,-1459.4496890545154,-1404.659783775027,0.0,0.0
2,6,4,0.003010966446879945,0.0033215409904858045,-1459.036989329793,-1400.0324759518824,0.0,0.0
2,6,5,0.0030126532392334786,0.003331789613593226,-1458.298165852789,-1395.0790443764563,0.0,0.0
2,6,6,0.0030063112861568844,0.0033463960806818867,-1456.3892657259958,-1388.955536151241,0.0,0.0
